claim_id,date_claimed,actor,country,actor_category,claim_verbatim,topic_tag,platform,post_url,archived_url,verdict,verdict_source,source_url,source_date,views,reposts,likes,platform_corrected,claim_status,electoral_political_impact,notes
UK::C0192,2024-06-14,Farage,United Kingdom,Primary,"Starmer fought very, very hard for those that arrive on the back of lorries to get benefits",asylum/starmer,TV/Radio (BBC Breakfast / Radio 5 Live),,,Misleading — Starmer represented five asylum seekers in a 2003 legal case about basic support (not general benefits); not a generalised case for all asylum seekers,BBC Verify,https://www.bbc.co.uk/news/articles/c2998klx2y0o,2024-06-14,,,,,fact-checked,"Jan 2025 grooming-gangs episode: 63% of public heard about Musk's interventions; Musk net favourability fell to -35, but Reform polling held at record highs with no measurable decline (More in Common; YouGov Jan 2025).",Unknown
UK::C0193,2024-06-15,Musk,United Kingdom,Primary,"We should eliminate electronic voting machines. The risk of being hacked by humans or AI, while small, is still too high.",elections,X,https://x.com/elonmusk/status/1801977467218853932,http://web.archive.org/web/20251229085746/https://x.com/elonmusk/status/1801977467218853932,False/Misleading — CISA found no evidence any voting system was compromised in 2020; machines are tested before and after elections,CCDH / CCDH citing AP News (4 Oct 2022) / CCDH citing AP News,https://counterhate.com/research/musk-misleading-election-claims-viewed-1-2bn-times-on-x-w,2024-08-08,102000000,88000,373000,No,fact-checked,"Musk amplification effect: on days Musk engaged Farage's posts his daily audience tripled; Robinson's views doubled (AP, Aug 2025). Reform's 5 MPs drew ~50% of all UK MP engagement on X (Byline Times, Feb 2025).",Part of CCDH 50-post dataset. 102m views. Zero Community Notes. | Also checked: https://counterhate.com/research/musk-misleading-election-claims-viewed-1-2bn-times-on-x-with-no-fact-checks/
UK::C0194,2024-06-18,Farage,United Kingdom,Primary,Labour had 'not even mentioned immigration' in their six key priorities,immigration / election,Contract launch event / media rounds,,,False,Left Foot Forward,https://leftfootforward.org/2024/06/fact-check-5-times-reform-uk-misled-voters-during-its-election-contract-launch/,2024-06-18,,,,No,fact-checked,,Labour's third 'first step' is explicitly 'Launch a Border Security Command' – a pledge focused on immigration.
UK::C0195,2024-06-18,Reform UK,United Kingdom,Primary,The OBR had 'definitely' looked at Reform's contract,economic claims,TV – Sky News (Kay Burley interview),,,False / Rubbished,Left Foot Forward,https://leftfootforward.org/2024/06/fact-check-5-times-reform-uk-misled-voters-during-its-election-contract-launch/,2024-06-18,,,,Unknown,fact-checked,,Deputy leader David Bull made the claim on Sky News. OBR had not assessed Reform's costings.
UK::C0196,2024-06-19,Reform UK,United Kingdom,Primary,Our future is at stake with 14 million new arrivals in 12 years,immigration,X,,,Misleading,Full Fact,https://fullfact.org/immigration/reform-uk-immigration-projections/,2024-06-19,,,,,fact-checked,"Immigration salience is the strongest documented correlate of Reform support: 68% of 2024 Reform voters and 74% of 'immigration-top-issue' voters backed Reform (YouGov 2024; BBC 2025 locals). Evidence: strong correlation, not proven causation from any single claim.",Full Fact verdict: Not right. ONS projects 10.4 million will immigrate between mid-2024 and mid-2036; net migration over period projected even lower. Paid Facebook advert featuring graphic misrepresents ONS projections. Full Fact contacted Reform UK to correct; no response.
UK::C0197,2024-06-19,Reform UK,United Kingdom,Primary,14 million people will arrive in the UK in the next 12 years.,immigration,social media,(Paid Facebook advertisement by Reform UK — Full Fact: 'A Facebook ad from Reform UK claimed 14 million people will arrive in the UK in the next 12 years'),,That's not right. The ONS actually projects that 10.4 million will immigrate to the UK between this year and mid-2036. Net migration over this period is projected to be even lower.,Full Fact,https://fullfact.org/immigration/reform-uk-immigration-projections/,2024-06-19,,,,No,fact-checked,"Immigration salience is the strongest documented correlate of Reform support: 68% of 2024 Reform voters and 74% of 'immigration-top-issue' voters backed Reform (YouGov 2024; BBC 2025 locals). Evidence: strong correlation, not proven causation from any single claim.",Reform UK did not respond to Full Fact's requests
UK::C0198,2024-06-19,Farage,United Kingdom,Primary,Reform UK will reject the influence of the World Economic Forum and cancel Britain's membership of it,foreign policy / conspiracy,X (formerly Twitter),,,False – UK is not a member of the WEF; no country is,Left Foot Forward,https://leftfootforward.org/2024/06/fact-check-nigel-farage-slammed-over-world-economic-forum-membership-lie/,2024-06-20,,,,Unknown,fact-checked,,"Farage posted on X approximately 19 June 2024 (article says 'Wednesday'). BBC Verify journalist Shayan Sardarizadeh publicly corrected on X: 'The UK is not a member of the World Economic Forum, nor is any other country on earth.' Original Farage X post URL not preserved in source."
UK::C0199,2024-06-19,Reform UK,United Kingdom,Primary,Reform UK will reject the influence of the World Economic Forum and cancel Britain's membership of it,other,X (Twitter),(Post by Nigel Farage on X approximately 19 June 2024),,False — the UK is not a member of the WEF; no country is. BBC Verify journalist Shayan Sardarizadeh publicly corrected on X,Left Foot Forward,https://leftfootforward.org/2024/06/fact-check-nigel-farage-slammed-over-world-economic-forum-membership-lie/,2024-06-20,,,,Unknown,fact-checked,,Left Foot Forward 20 June 2024; BBC Verify's Sardarizadeh publicly corrected. Original Farage X post URL not preserved in source
UK::C0200,2024-06-2024,Farage,United Kingdom,Primary,We will intercept them in the Channel and return them,small-boats/law,TV (Question Time),,,No evidence — Belgium's Federal Police confirmed to BBC Verify that their 'return' operations were rescue only; no UK-France legal basis exists,BBC Verify,https://www.bbc.co.uk/news/articles/cyxeedx40d8o,2024-09-20,,,,,fact-checked,,Unknown
UK::C0201,2024-06-21,Farage,United Kingdom,Primary,We provoked this war [in Ukraine]. NATO's continual eastward expansion and the expansion of the EU gave Putin the justification to say to the Russian people 'they're coming for us again'.,eu/russia,TV (BBC interview with Nick Robinson),,https://web.archive.org/web/20240621000000*/https://www.bbc.com/news/articles/cldd44zv3kpo,,BBC News,https://www.bbc.com/news/articles/cldd44zv3kpo,2024-06-21,,,,,documented-no-formal-check,,BBC interview 21 June 2024. Farage acknowledged invasion was 'Putin's responsibility' but argued the West gave him 'justification'. Leaders of all main parties condemned remarks. Farage retweeted his 2014 European Parliament speech calling for West to 'cease war games with Putin'. Connected to his Feb 2022 social media post (see above).
UK::C0202,2024-06-27,Reform UK (candidate),United Kingdom,Primary,Islam is 'the most disgusting cult'; Muslims should be kicked 'out of mosques' which should be turned into pubs; new army recruits should carry out 'target practice' by shooting migrants trying to cross the Channel,islam/immigration/race,other (private canvassing conversation),(Channel 4 undercover investigation filmed in Clacton-on-Sea approximately 27 June 2024 — broadcast Channel 4 News 27 June 2024),,Documented by Channel 4 undercover investigation; Parker removed from campaign; Farage said comments 'bear no relation to my own views',Channel 4 / BBC,https://www.bbc.com/news/articles/c10l5qd8p60o,2024-06-28,,,,No,documented-no-formal-check,"Immigration salience is the strongest documented correlate of Reform support (68% of 2024 Reform voters; 74% of 'immigration-top-issue' voters backed Reform — YouGov; BBC 2025 locals). Correlation, not proven single-claim causation.","CHANNEL 4 INVESTIGATION. Andrew Parker canvasser. Separate canvasser George Jones also filmed saying London is 'not like the real England', calling LGBT flag 'degenerate'. Reform UK also filmed potentially exceeding local spending limits. Hope Not Hate noted 166 candidates withdrawn by this point for similar content"
UK::C0203,2024-06-27,Reform UK (candidate),United Kingdom,Primary,[Used racial slur to refer to Prime Minister Rishi Sunak (documented by Channel 4 undercover)],race,other (private canvassing conversation),(Channel 4 undercover investigation Clacton-on-Sea 27 June 2024),,Documented by Channel 4 undercover filming; Sunak said 'it hurts and makes me angry',Channel 4 / BBC,https://www.bbc.com/news/videos/c10l5lm6ly2o,2024-06-28,,,,No,documented-no-formal-check,"Immigration salience is the strongest documented correlate of Reform support (68% of 2024 Reform voters; 74% of 'immigration-top-issue' voters backed Reform — YouGov; BBC 2025 locals). Correlation, not proven single-claim causation.",BBC published Sunak's response 28 June 2024. Verbatim slur not reproduced here per editorial standards. Part of same Channel 4 investigation
UK::C0204,2024-06-27,Reform UK (candidate),United Kingdom,Primary,Look around you. The real England. You know what I mean? Not like London when you're a foreigner in your own country. [Also: described LGBT flag as 'degenerate'],race/other,other (private canvassing),(Channel 4 undercover investigation Clacton-on-Sea 27 June 2024),,Documented by Channel 4 undercover filming; Jones removed from campaign,Channel 4 / New Arab,https://www.newarab.com/news/uks-farage-dismisses-campaign-members-over-racist-comments,2024-06-28,,,,No,documented-no-formal-check,,Jones was a campaign events organiser not a casual volunteer. Part of Channel 4 investigation broadcast 27 June 2024
UK::C0205,2024-06-28,Reform UK (candidate),United Kingdom,Primary,[Posted derogatory comments about the IQ of sub-Saharan Africans on social media in 2023],race,X (Twitter),(Social media posts by Edward Oakenfull Reform UK Derbyshire candidate — documented by press June 2024),,"Documented racist content; Reform UK withdrew endorsement but Oakenfull remained on ballot paper as Reform candidate, too late to remove",Straits Times / BBC,https://www.straitstimes.com/world/europe/uks-reform-party-drops-three-election-candidates-over-offensive-comments,2024-06-30,,,,No,documented-no-formal-check,"Immigration salience is the strongest documented correlate of Reform support (68% of 2024 Reform voters; 74% of 'immigration-top-issue' voters backed Reform — YouGov; BBC 2025 locals). Correlation, not proven single-claim causation.",One of three candidates disendorsed in final days before 4 July election; name still appeared on ballots
UK::C0206,2024-06-28,Reform UK (candidate),United Kingdom,Primary,"[Described irregular migrants as 'scum' and wrote] I hope your family get robbed, beaten or attacked.",immigration/race,X (Twitter),(Social media posts by Leslie Lilley Reform UK Southend candidate — documented by press June 2024),,Documented as threatening/dehumanising language; Reform UK withdrew endorsement,Straits Times / BBC,https://www.straitstimes.com/world/europe/uks-reform-party-drops-three-election-candidates-over-offensive-comments,2024-06-30,,,,No,documented-no-formal-check,"Immigration salience is the strongest documented correlate of Reform support (68% of 2024 Reform voters; 74% of 'immigration-top-issue' voters backed Reform — YouGov; BBC 2025 locals). Correlation, not proven single-claim causation.",One of three candidates disendorsed in final days before 4 July election
UK::C0207,2024-06-29,Reform UK (candidate),United Kingdom,Primary,[Made offensive comments about Black people on social media],race,X (Twitter),(Social media posts by Robert Lomas Reform UK Barnsley candidate — documented by press June 2024),,Documented as racist content; Reform UK withdrew endorsement,Straits Times / BBC,https://www.straitstimes.com/world/europe/uks-reform-party-drops-three-election-candidates-over-offensive-comments,2024-06-30,,,,No,documented-no-formal-check,"Immigration salience is the strongest documented correlate of Reform support (68% of 2024 Reform voters; 74% of 'immigration-top-issue' voters backed Reform — YouGov; BBC 2025 locals). Correlation, not proven single-claim causation.",One of three candidates disendorsed in final days before 4 July election
